source,source_record_id,ein,organization_name,dba_name,street,city,state,zip,county,latitude,longitude,ntee_code,ntee_definition,status_code,status_definition,last_seen_vintage,tax_period,revenue_amount,asset_amount,income_amount,size,size_basis,active_flag,source_url
IRS/NCCS BMF,30-0668201,30-0668201,Anza Community Pantry,,PO BOX 390060,ANZA,CA,92539-0060,Riverside County,33.536538,-116.6724405,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,30-0857708,30-0857708,5 & 2 Compassionate Ministry,,21400 CYN DR,WILDOMAR,CA,92595-9186,Riverside County,33.6232687546884,-117.285815540799,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,30-1031523,30-1031523,5 Loaves And 2 Fish Ministry,,945 ESTES ST APT 40,EL CAJON,CA,92020-7442,San Diego County,32.783058,-116.9665845234,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,30-1199326,30-1199326,We Help,,26 WATER LILY WAY,COTO DE CAZA,CA,92679-5127,Orange County,33.572455951988,-117.5879465745,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,194713,105891,194713,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,30-1414338,30-1414338,Durant D Foundation,,1473 RANDY ST APT D,UPLAND,CA,91786-5146,San Bernardino County,34.0984334571525,-117.677174647239,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,31-1584015,31-1584015,Greater Valley Food Bank,,,GRANADA HILLS,CA,91344,,,,K31,"Food Banks, Pantries",,,2001-07,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,31-1651978,31-1651978,Casiguran Association Usa,,,LOS ANGELES,CA,90065,,,,K31,"Food Banks, Pantries",,,2010-11,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,32-0068318,32-0068318,Harvesters Group,,,HEMET,CA,92543,,,,K31,"Food Banks, Pantries",,,2016-04,201212,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,32-0251500,32-0251500,Nineveh Outreach,,1601 COFFEE RD,MODESTO,CA,95355-2801,Stanislaus County,37.668123,-120.975727985515,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,32-0362611,32-0362611,Second Harvest Food Bank Of Orange County,,8014 MARINE WAY,IRVINE,CA,92618-2235,Orange County,33.6628572721745,-117.737440344364,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,95261136,35284155,96547907,Large,IRS revenue >= $25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0006007,33-0006007,Food In Need Of Distribution,Find Food Bank,83775 CITRUS AVE,INDIO,CA,92201-3456,Riverside County,33.718155298344,-116.205307027584,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202406,51971271,23659486,51971271,Large,IRS revenue >= $25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0072922,33-0072922,Feeding America Riverside And San Bernardino Counties,,4035 TRL CRK RD,RIVERSIDE,CA,92505-5863,Riverside County,33.9010845006638,-117.492498033758,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,78227336,22284013,78228132,Large,IRS revenue >= $25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0096032,33-0096032,Community Emergency Food Service,,,POWAY,CA,92064,,,,K31,"Food Banks, Pantries",,,2010-04,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0150212,33-0150212,Blythe Emergency Food Pantry,,,BLYTHE,CA,92226,,,,K31,"Food Banks, Pantries",,,2022-01,201812,307986,63432,307986,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0183017,33-0183017,Samaritans Helping Hand,,,VICTORVILLE,CA,92395,,,,K31,"Food Banks, Pantries",,,2008-01,200506,51702,1,51702,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0412749,33-0412749,Food Finders,,10539 HUMBOLT ST,LOS ALAMITOS,CA,90720-5401,Orange County,33.8085858407936,-118.066097423111,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,30961507,1272369,31061394,Large,IRS revenue >= $25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0434246,33-0434246,Mamas Kitchen,,3960 HOME AVE,SAN DIEGO,CA,92105-5925,San Diego County,32.7208052081769,-117.109723796035,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,5852764,11686046,8797520,Medium,IRS revenue $5M–<$25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0473813,33-0473813,Food Now,,,DSRT HOT SPGS,CA,92240,,,,K31,"Food Banks, Pantries",,,2016-04,201212,288743,64233,292360,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0633490,33-0633490,Missionary Food Bank San Ysidro,,,SAN DIEGO,CA,92109,,,,K31,"Food Banks, Pantries",,,1999-12,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0676791,33-0676791,Hawaiian Gardens Food Bank,,21900 NORWALK BLVD,HAWAIIAN GDNS,CA,90716-1640,Los Angeles County,33.8290993863466,-118.071902376998,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,977635,41174,977635,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0760422,33-0760422,Gap Food Bank,,,RCH CUCAMONGA,CA,91730,,,,K31,"Food Banks, Pantries",,,2016-08,201505,135544,84379,135544,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0786733,33-0786733,Farm Hands,,,OCEANSIDE,CA,92049,,,,K31,"Food Banks, Pantries",,,2013-02,201012,20200,9450,20200,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0824455,33-0824455,Child Concern & Care Fund,Dba Childhope,,COVINA,CA,91724,,,,K31,"Food Banks, Pantries",,,2022-08,201906,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0831503,33-0831503,Well Of Healing Mobile Medical Clinic,,7625 E AVE,FONTANA,CA,92336-2901,San Bernardino County,34.114113,-117.5144985,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202410,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0884617,33-0884617,And Two Fishes,,490 S MELROSE DR,VISTA,CA,92081-6620,San Diego County,33.188408465174,-117.253619762653,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0913892,33-0913892,Lifeline Ministry,,,EL CAJON,CA,92021,,,,K31,"Food Banks, Pantries",,,2011-12,200712,0,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0919472,33-0919472,Ssfp,,,SAN DEIGO,CA,92103,,,,K31,"Food Banks, Pantries",,,2009-07,200506,0,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-0920769,33-0920769,Adelanto Community Resource Center,,11824 AIR EXPY,ADELANTO,CA,92301-1730,San Bernardino County,34.5720665831167,-117.405987746645,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-1281162,33-1281162,Candle Of Hope Food Pantry,,11545 RECHE CYN RD,COLTON,CA,92324-9751,San Bernardino County,34.0442146186738,-117.28502561149,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-1716263,33-1716263,Phoenix Ghnm,,6712 LILYDALE DR,BAKERSFIELD,CA,93313-4920,Kern County,35.3053498970511,-119.077256640574,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-1955852,33-1955852,Hopeful Harvest Food Pantry,,1306 MONCADO DR,GLENDALE,CA,91207-1832,Los Angeles County,34.1637987424261,-118.236862552023,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-2041968,33-2041968,Sierra Food Outreach,,35075 FAWN LN,SQUAW VALLEY,CA,93675-9797,Fresno County,36.7119101431994,-119.234391981361,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-2148039,33-2148039,Community Food Bank,,2390 MOONRIDGE CIR,CORONA,CA,92879-8213,Riverside County,33.8998564129783,-117.523303592677,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-2184467,33-2184467,Winchester S Hidden Gem Thrift Store And Food Pantry,,32935 9TH ST,WINCHESTER,CA,92596-9402,Riverside County,33.7126743297076,-117.08622259839,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-2189649,33-2189649,Norcal Hope United,,1290 NOTRE DAME BLVD UNIT 82,CHICO,CA,95928-6992,Butte County,39.7371489386291,-121.797665097986,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-2512781,33-2512781,Lisas Acts 2035,,14622 VENTURA BLVD STE 103 2248,SHERMAN OAKS,CA,91403-3662,Los Angeles County,34.1514568834037,-118.452153818628,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-2782153,33-2782153,Lords Missionary Christian Ministries,Tlmcm,6207 CECINA PL,PALMDALE,CA,93552-4763,Los Angeles County,34.5584423699866,-118.018143922009,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-3052120,33-3052120,Munch Love Outreach,,1211 W ACACIA AVE,HEMET,CA,92543-4623,Riverside County,33.7437864834385,-116.984223,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-3092169,33-3092169,Heart Of Arvin,,1305 CHULA VIS AVE,ARVIN,CA,93203-9472,Kern County,35.1892363216575,-118.837428176381,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-3128276,33-3128276,Stepping Stones Foster Parent Association,Stepping Stones Foster Parent Assoc,24414 MARIGOLD AVE,HARBOR CITY,CA,90710-1827,Los Angeles County,33.80270659839,-118.295688176496,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-3848612,33-3848612,Tree Of New America,,111 10TH ST APT 3,SEAL BEACH,CA,90740-6460,Orange County,33.739864741618,-118.104725759247,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-4008931,33-4008931,Kiemo Foundation,,134 E SPRUCE AVE APT 4,INGLEWOOD,CA,90301-6210,Los Angeles County,33.9557442136882,-118.353470837613,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-4068670,33-4068670,Two Tomatoes,,8605 SANTA MONICA BLVD 866602,WEST HOLLYWOOD,CA,90069-4109,Los Angeles County,34.0880720637957,-118.379177053533,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-4175053,33-4175053,Home Is Where The Heart Is Ministries,,204 CHURCH ST,WATERFORD,CA,95386-9766,Stanislaus County,37.639935,-120.766052040078,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-4199814,33-4199814,Giving Loving Grace Foundation,,8800 S 3RD AVE,INGLEWOOD,CA,90305-2802,Los Angeles County,33.9578804074384,-118.31993008532,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-4543065,33-4543065,Seeking Him Outreach,,3024 E CHAPMAN AVE PMB 216,ORANGE,CA,92869-3706,Orange County,33.787775505944,-117.8208,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202504,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-4642823,33-4642823,Ladels Food Pantry,,1150 N KIRBY ST,HEMET,CA,92545-1369,Riverside County,33.766614,-116.9957475,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-4778401,33-4778401,Olfm,,1835 MARIE AVE,ROSAMOND,CA,93560-7044,Kern County,34.8498607352414,-118.164127557591,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-4853962,33-4853962,Feeding The Forgotten,,455 MARKET ST STE 1940 PMB 838341,SAN FRANCISCO,CA,94105-2448,San Francisco County,37.7912265947546,-122.398872675804,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,34-1980293,34-1980293,Manna Projects,,39605 ENTREPRENEUR LN,PALM DESERT,CA,92211-0402,Riverside County,33.7607635068093,-116.311713943418,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,5740,2535,5740,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,34-1991587,34-1991587,Cornucopia Services,,2301 E 28TH ST,SIGNAL HILL,CA,90755-2181,Los Angeles County,33.8080741452186,-118.163968989036,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,1043815,15888501,1043815,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,35-2323170,35-2323170,Sun City Outreach,,6343 GOLDEN BIT ST,EASTVALE,CA,92880-3055,Riverside County,33.972587862629,-117.586046492931,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202406,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,35-2409622,35-2409622,Hope Center Food Pantry Of Monterey,,,MURRIETA,CA,92562,,,,K31,"Food Banks, Pantries",,,2020-04,201812,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,35-2572996,35-2572996,Feeding His Sheep,,,SHAFTER,CA,93263,,,,K31,"Food Banks, Pantries",,,2020-04,201612,,1974,4482,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,36-4681919,36-4681919,Harvest Community Development Group,,9301 E AVE S,LITTLEROCK,CA,93543-1921,Los Angeles County,34.5578634568641,-117.964701,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,202112,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,36-4907374,36-4907374,Cure Cancer,,PO BOX 456,CORONA,CA,92878-0456,Riverside County,33.888294,-117.600498,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,,138715,9548,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,36-4911465,36-4911465,Jabez Ministries,,358 E CAROLINE ST,SN BERNRDNO,CA,92408-3701,San Bernardino County,34.0614947635752,-117.277344895782,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,,5379,97115,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,37-2018578,37-2018578,Take Away The Hunger,,2108 N ST,SACRAMENTO,CA,95816-5712,Sacramento County,38.5717298282458,-121.480137018789,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,38-3911466,38-3911466,Maggies Pantry,,,MARYSVILLE,CA,95901,,,,K31,"Food Banks, Pantries",,,2016-08,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,38-3979486,38-3979486,Open Hands,,3751 MOTOR AVE STE 375,LOS ANGELES,CA,90034-6403,Los Angeles County,34.0215582481102,-118.404813271885,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202407,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-2825336,39-2825336,Open Hands Pantry,,1811 E HEDGES AVE,FRESNO,CA,93703-3632,Fresno County,36.7595434940561,-119.789091,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-3038920,39-3038920,La Habra Collaborative Family Resource Center,,1321 CAROL ST,LA HABRA,CA,90631-2721,Orange County,33.9440377055226,-117.956511139766,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-3042704,39-3042704,Manna From Heaven Food Bank,,16458 BALLINGER ST,NORTHRIDGE,CA,91343-1858,Los Angeles County,34.2438131226558,-118.491379349847,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-3490570,39-3490570,Madd Love Community Fridge,,1050 ZANES DR,PLUMAS LAKE,CA,95961-9113,Yuba County,39.0070025009523,-121.558806,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-3601480,39-3601480,Behind The Shelf,,8605 SANTA MONICA BLVD 561626,WEST HOLLYWOOD,CA,90069-4109,Los Angeles County,34.0880720637957,-118.379177053533,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-4015440,39-4015440,Edna Shues Pantry,,2137 1ST ST,ATWATER,CA,95301-3706,Merced County,37.3544341696,-120.600934473657,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-4098228,39-4098228,Silica Npo,Silica,3578 VIS DEL VALLE,SAN JOSE,CA,95132-3155,Santa Clara County,37.3957770499453,-121.831975404928,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-4189843,39-4189843,Meals With Meaning,,2965 OHAN CT,DIAMOND BAR,CA,91765-3453,Los Angeles County,33.9736461956835,-117.846650293381,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
