ID,Food Item,Category,Storage Type,Dietary Notes
300,"Cucumber, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
301,"Cucumber, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
302,"Cucumber, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
303,"English cucumber, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
304,"English cucumber, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
305,"English cucumber, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
306,"Tomato, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
307,"Tomato, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
308,"Tomato, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
309,"Roma tomato, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
310,"Roma tomato, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
311,"Roma tomato, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
312,"Cherry tomato, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
313,"Cherry tomato, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
314,"Cherry tomato, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
315,"Green bell pepper, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
316,"Green bell pepper, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
317,"Green bell pepper, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
318,"Red bell pepper, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
319,"Red bell pepper, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
320,"Red bell pepper, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
321,"Yellow bell pepper, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
322,"Yellow bell pepper, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
323,"Yellow bell pepper, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
324,"Orange bell pepper, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
325,"Orange bell pepper, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
326,"Orange bell pepper, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
327,"Jalapeño pepper, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
328,"Jalapeño pepper, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
329,"Jalapeño pepper, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
330,"Serrano pepper, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
331,"Serrano pepper, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
332,"Serrano pepper, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
333,"Poblano pepper, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
334,"Poblano pepper, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
335,"Poblano pepper, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
336,"Corn, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
337,"Corn, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
338,"Corn, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
339,"Green bean, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
340,"Green bean, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
341,"Green bean, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
342,"Pea, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
343,"Pea, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
344,"Pea, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
345,"Asparagus, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
346,"Asparagus, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
347,"Asparagus, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
348,"Artichoke, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
349,"Artichoke, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
350,"Artichoke, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
351,"Beet, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
352,"Beet, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
353,"Beet, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
354,"Turnip, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
355,"Turnip, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
356,"Turnip, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
357,"Parsnip, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
358,"Parsnip, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
359,"Parsnip, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
360,"Rutabaga, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
361,"Rutabaga, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
362,"Rutabaga, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
363,"Radish, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
364,"Radish, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
365,"Radish, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
366,"Daikon radish, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
367,"Daikon radish, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
368,"Daikon radish, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
369,"Mushroom, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
370,"Mushroom, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
371,"Mushroom, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
372,"Portobello mushroom, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
373,"Portobello mushroom, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
374,"Portobello mushroom, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
375,"Eggplant, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
376,"Eggplant, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
377,"Eggplant, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
378,"Okra, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
379,"Okra, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
380,"Okra, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
381,"Leek, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
382,"Leek, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
383,"Leek, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
384,"Fennel, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
385,"Fennel, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
386,"Fennel, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
387,"Ginger, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
388,"Ginger, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
389,"Ginger, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
390,"Cilantro, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
391,"Cilantro, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
392,"Cilantro, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
393,"Parsley, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
394,"Parsley, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
395,"Parsley, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
396,"Basil, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
397,"Basil, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
398,"Basil, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
399,"Mint, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
400,"Mint, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
401,"Mint, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
402,"Dill, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
403,"Dill, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
404,"Dill, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
405,"Rosemary, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
406,"Rosemary, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
407,"Rosemary, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
408,"Thyme, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
409,"Thyme, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
410,"Thyme, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
411,"Oregano, fresh whole",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
412,"Oregano, fresh trimmed",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
413,"Oregano, fresh produce bag",Fresh Vegetables,Fresh,Vegetarian; naturally gluten-free
414,Canned regular corn,Canned Vegetables,Shelf-stable,Vegetarian
415,Canned low-sodium corn,Canned Vegetables,Shelf-stable,Vegetarian
416,Canned no-salt-added corn,Canned Vegetables,Shelf-stable,Vegetarian
417,Canned organic corn,Canned Vegetables,Shelf-stable,Vegetarian
418,Canned seasoned corn,Canned Vegetables,Shelf-stable,Vegetarian
419,Canned regular green beans,Canned Vegetables,Shelf-stable,Vegetarian
420,Canned low-sodium green beans,Canned Vegetables,Shelf-stable,Vegetarian
421,Canned no-salt-added green beans,Canned Vegetables,Shelf-stable,Vegetarian
422,Canned organic green beans,Canned Vegetables,Shelf-stable,Vegetarian
423,Canned seasoned green beans,Canned Vegetables,Shelf-stable,Vegetarian
424,Canned regular peas,Canned Vegetables,Shelf-stable,Vegetarian
425,Canned low-sodium peas,Canned Vegetables,Shelf-stable,Vegetarian
426,Canned no-salt-added peas,Canned Vegetables,Shelf-stable,Vegetarian
427,Canned organic peas,Canned Vegetables,Shelf-stable,Vegetarian
428,Canned seasoned peas,Canned Vegetables,Shelf-stable,Vegetarian
429,Canned regular carrots,Canned Vegetables,Shelf-stable,Vegetarian
430,Canned low-sodium carrots,Canned Vegetables,Shelf-stable,Vegetarian
431,Canned no-salt-added carrots,Canned Vegetables,Shelf-stable,Vegetarian
432,Canned organic carrots,Canned Vegetables,Shelf-stable,Vegetarian
433,Canned seasoned carrots,Canned Vegetables,Shelf-stable,Vegetarian
434,Canned regular mixed vegetables,Canned Vegetables,Shelf-stable,Vegetarian
435,Canned low-sodium mixed vegetables,Canned Vegetables,Shelf-stable,Vegetarian
436,Canned no-salt-added mixed vegetables,Canned Vegetables,Shelf-stable,Vegetarian
437,Canned organic mixed vegetables,Canned Vegetables,Shelf-stable,Vegetarian
438,Canned seasoned mixed vegetables,Canned Vegetables,Shelf-stable,Vegetarian
439,Canned regular spinach,Canned Vegetables,Shelf-stable,Vegetarian
440,Canned low-sodium spinach,Canned Vegetables,Shelf-stable,Vegetarian
441,Canned no-salt-added spinach,Canned Vegetables,Shelf-stable,Vegetarian
442,Canned organic spinach,Canned Vegetables,Shelf-stable,Vegetarian
443,Canned seasoned spinach,Canned Vegetables,Shelf-stable,Vegetarian
444,Canned regular potatoes,Canned Vegetables,Shelf-stable,Vegetarian
445,Canned low-sodium potatoes,Canned Vegetables,Shelf-stable,Vegetarian
446,Canned no-salt-added potatoes,Canned Vegetables,Shelf-stable,Vegetarian
447,Canned organic potatoes,Canned Vegetables,Shelf-stable,Vegetarian
448,Canned seasoned potatoes,Canned Vegetables,Shelf-stable,Vegetarian
449,Canned regular sweet potatoes,Canned Vegetables,Shelf-stable,Vegetarian
450,Canned low-sodium sweet potatoes,Canned Vegetables,Shelf-stable,Vegetarian
451,Canned no-salt-added sweet potatoes,Canned Vegetables,Shelf-stable,Vegetarian
452,Canned organic sweet potatoes,Canned Vegetables,Shelf-stable,Vegetarian
453,Canned seasoned sweet potatoes,Canned Vegetables,Shelf-stable,Vegetarian
454,Canned regular beets,Canned Vegetables,Shelf-stable,Vegetarian
455,Canned low-sodium beets,Canned Vegetables,Shelf-stable,Vegetarian
456,Canned no-salt-added beets,Canned Vegetables,Shelf-stable,Vegetarian
457,Canned organic beets,Canned Vegetables,Shelf-stable,Vegetarian
458,Canned seasoned beets,Canned Vegetables,Shelf-stable,Vegetarian
459,Canned regular diced tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
460,Canned low-sodium diced tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
461,Canned no-salt-added diced tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
462,Canned organic diced tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
463,Canned seasoned diced tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
464,Canned regular crushed tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
465,Canned low-sodium crushed tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
466,Canned no-salt-added crushed tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
467,Canned organic crushed tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
468,Canned seasoned crushed tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
469,Canned regular whole peeled tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
470,Canned low-sodium whole peeled tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
471,Canned no-salt-added whole peeled tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
472,Canned organic whole peeled tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
473,Canned seasoned whole peeled tomatoes,Canned Vegetables,Shelf-stable,Vegetarian
474,Canned regular tomato sauce,Canned Vegetables,Shelf-stable,Vegetarian
475,Canned low-sodium tomato sauce,Canned Vegetables,Shelf-stable,Vegetarian
476,Canned no-salt-added tomato sauce,Canned Vegetables,Shelf-stable,Vegetarian
477,Canned organic tomato sauce,Canned Vegetables,Shelf-stable,Vegetarian
478,Canned seasoned tomato sauce,Canned Vegetables,Shelf-stable,Vegetarian
479,Canned regular tomato paste,Canned Vegetables,Shelf-stable,Vegetarian
480,Canned low-sodium tomato paste,Canned Vegetables,Shelf-stable,Vegetarian
481,Canned no-salt-added tomato paste,Canned Vegetables,Shelf-stable,Vegetarian
482,Canned organic tomato paste,Canned Vegetables,Shelf-stable,Vegetarian
483,Canned seasoned tomato paste,Canned Vegetables,Shelf-stable,Vegetarian
484,Canned regular mushrooms,Canned Vegetables,Shelf-stable,Vegetarian
485,Canned low-sodium mushrooms,Canned Vegetables,Shelf-stable,Vegetarian
486,Canned no-salt-added mushrooms,Canned Vegetables,Shelf-stable,Vegetarian
487,Canned organic mushrooms,Canned Vegetables,Shelf-stable,Vegetarian
488,Canned seasoned mushrooms,Canned Vegetables,Shelf-stable,Vegetarian
489,Canned regular asparagus,Canned Vegetables,Shelf-stable,Vegetarian
490,Canned low-sodium asparagus,Canned Vegetables,Shelf-stable,Vegetarian
491,Canned no-salt-added asparagus,Canned Vegetables,Shelf-stable,Vegetarian
492,Canned organic asparagus,Canned Vegetables,Shelf-stable,Vegetarian
493,Canned seasoned asparagus,Canned Vegetables,Shelf-stable,Vegetarian
494,Canned regular pumpkin,Canned Vegetables,Shelf-stable,Vegetarian
495,Canned low-sodium pumpkin,Canned Vegetables,Shelf-stable,Vegetarian
496,Canned no-salt-added pumpkin,Canned Vegetables,Shelf-stable,Vegetarian
497,Canned organic pumpkin,Canned Vegetables,Shelf-stable,Vegetarian
498,Canned seasoned pumpkin,Canned Vegetables,Shelf-stable,Vegetarian
499,Canned regular collard greens,Canned Vegetables,Shelf-stable,Vegetarian
500,Canned low-sodium collard greens,Canned Vegetables,Shelf-stable,Vegetarian
501,Canned no-salt-added collard greens,Canned Vegetables,Shelf-stable,Vegetarian
502,Canned organic collard greens,Canned Vegetables,Shelf-stable,Vegetarian
503,Canned seasoned collard greens,Canned Vegetables,Shelf-stable,Vegetarian
504,Canned regular sauerkraut,Canned Vegetables,Shelf-stable,Vegetarian
505,Canned low-sodium sauerkraut,Canned Vegetables,Shelf-stable,Vegetarian
506,Canned no-salt-added sauerkraut,Canned Vegetables,Shelf-stable,Vegetarian
507,Canned organic sauerkraut,Canned Vegetables,Shelf-stable,Vegetarian
508,Canned seasoned sauerkraut,Canned Vegetables,Shelf-stable,Vegetarian
509,Canned regular artichoke hearts,Canned Vegetables,Shelf-stable,Vegetarian
510,Canned low-sodium artichoke hearts,Canned Vegetables,Shelf-stable,Vegetarian
511,Canned no-salt-added artichoke hearts,Canned Vegetables,Shelf-stable,Vegetarian
512,Canned organic artichoke hearts,Canned Vegetables,Shelf-stable,Vegetarian
513,Canned seasoned artichoke hearts,Canned Vegetables,Shelf-stable,Vegetarian
514,Canned regular okra,Canned Vegetables,Shelf-stable,Vegetarian
515,Canned low-sodium okra,Canned Vegetables,Shelf-stable,Vegetarian
516,Canned no-salt-added okra,Canned Vegetables,Shelf-stable,Vegetarian
517,Canned organic okra,Canned Vegetables,Shelf-stable,Vegetarian
518,Canned seasoned okra,Canned Vegetables,Shelf-stable,Vegetarian
519,Canned regular zucchini,Canned Vegetables,Shelf-stable,Vegetarian
520,Canned low-sodium zucchini,Canned Vegetables,Shelf-stable,Vegetarian
521,Canned no-salt-added zucchini,Canned Vegetables,Shelf-stable,Vegetarian
522,Canned organic zucchini,Canned Vegetables,Shelf-stable,Vegetarian
523,Canned seasoned zucchini,Canned Vegetables,Shelf-stable,Vegetarian
524,Canned regular eggplant,Canned Vegetables,Shelf-stable,Vegetarian
525,Canned low-sodium eggplant,Canned Vegetables,Shelf-stable,Vegetarian
526,Canned no-salt-added eggplant,Canned Vegetables,Shelf-stable,Vegetarian
527,Canned organic eggplant,Canned Vegetables,Shelf-stable,Vegetarian
528,Canned seasoned eggplant,Canned Vegetables,Shelf-stable,Vegetarian
529,Canned regular roasted red peppers,Canned Vegetables,Shelf-stable,Vegetarian
530,Canned low-sodium roasted red peppers,Canned Vegetables,Shelf-stable,Vegetarian
531,Canned no-salt-added roasted red peppers,Canned Vegetables,Shelf-stable,Vegetarian
532,Canned organic roasted red peppers,Canned Vegetables,Shelf-stable,Vegetarian
533,Canned seasoned roasted red peppers,Canned Vegetables,Shelf-stable,Vegetarian
534,Canned regular green chiles,Canned Vegetables,Shelf-stable,Vegetarian
535,Canned low-sodium green chiles,Canned Vegetables,Shelf-stable,Vegetarian
536,Canned no-salt-added green chiles,Canned Vegetables,Shelf-stable,Vegetarian
537,Canned organic green chiles,Canned Vegetables,Shelf-stable,Vegetarian
538,Canned seasoned green chiles,Canned Vegetables,Shelf-stable,Vegetarian
539,Canned regular jalapeños,Canned Vegetables,Shelf-stable,Vegetarian
